Name,Power,Accuracy,Damage Class,Description,Effect
Puño Mareo,70.0,100.0,physical,Rítmicos puñetazos que pueden causar confusión.,Inflicts regular damage.  Has a 20% chance to confuse the target.
Espora,,100.0,status,Esparce esporas que inducen al sueño.,Puts the target to sleep.
Destello,,100.0,status,Luz cegadora que baja la Precisión del objetivo.,Lowers the target's accuracy by one stage.
Psicoonda,,100.0,special,"Ataque con una onda de energía de intensidad
variable.","Inflicts typeless damage between 50% and 150% of the user's level, selected at random in increments of 10%."
Salpicadura,,,status,No tiene ningún efecto. Solo salpica.,"Does nothing.

This move cannot be used while gravity is in effect."
Armadura Ácida,,,status,"Transforma la estructura celular para hacerse
líquido y aumenta mucho la Defensa.",Raises the user's Defense by two stages.
Martillazo,100.0,90.0,physical,"Golpea con fuerza con una pinza enorme.
Suele ser crítico.",Inflicts regular damage.  User's critical hit rate is one level higher when using this move.
Explosión,250.0,100.0,physical,"El atacante causa una grandísima explosión y hiere
a todos a su alrededor. El usuario se debilita de
inmediato.","User faints, even if the attack fails or misses.  Inflicts regular damage."
Golpes Furia,18.0,80.0,physical,Araña rápidamente de dos a cinco veces.,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use."
Huesomerang,50.0,90.0,physical,"Lanza un hueso a modo de bumerán que golpea
dos veces.",Inflicts regular damage.  Hits twice in one turn.
Descanso,,,status,"Restaura todos los PS y cura todos los problemas
de estado del usuario. Duerme los dos próximos
turnos.","User falls to sleep and immediately regains all its HP.  If the user has another major status effect, sleep will replace it.  The user will always wake up after two turns, or one turn with early bird.

This move fails if the Pokémon cannot fall asleep due to uproar, insomnia, or vital spirit.  It also fails if the Pokémon is at full health or is already asleep."
Avalancha,75.0,90.0,physical,"Lanza grandes pedruscos. Puede hacer retroceder
a los rivales.",Inflicts regular damage.  Has a 30% chance to make the target flinch.
Hipercolmillo,80.0,90.0,physical,"Ataque con finos colmillos. Puede hacer retroceder
al objetivo.",Inflicts regular damage.  Has a 10% chance to make the target flinch.
Afilar,,,status,"El perfil del usuario se hace más afilado y su
Ataque mejora.",Raises the user's Attack by one stage.
Conversión,,,status,"Cambia el tipo del usuario por el del primero de
sus movimientos.","User's type changes to the type of one of its moves, selected at random.  hidden power and weather ball are treated as normal.  Only moves with a different type are eligible, and curse is never eligible.  If the user has no suitable moves, this move will fail."
Triataque,80.0,100.0,special,"Ataque triple que puede paralizar, quemar o
congelar al objetivo.","Inflicts regular damage.  Has a 20% chance to burn, freeze, or paralyze the target.  One of these effects is selected at random; they do not each have independent chances to occur."
Superdiente,,90.0,physical,"Finos colmillos que reducen a la mitad los PS del
objetivo.",Inflicts typeless damage equal to half the target's remaining HP.
Cuchillada,70.0,100.0,physical,"Ataca con cuchillas o con pinzas. Suele dar un
golpe crítico.",Inflicts regular damage.  User's critical hit rate is one level higher when using this move.
Sustituto,,,status,"Utiliza parte de los PS propios para crear un
sustituto que actúa como señuelo.","Transfers 1/4 the user's max HP into a doll that absorbs damage and causes most negative move effects to fail.  If the user leaves the field, the doll will vanish.  If the user cannot pay the HP cost, this move will fail.

The doll takes damage as normal, using the user's stats and types, and will break when its HP reaches zero.  Self-inflicted damage from confusion or recoil is not absorbed.  Healing effects from opponents ignore the doll and heal the user as normal.  Moves that work based on the user's HP still do so; the doll's HP does not influence any move.

The doll will block major status effects, confusion, and flinching.  The effects of smelling salts and wake up slap do not trigger against a doll, even if the Pokémon behind the doll has the appropriate major status effect.  Multi-turn trapping moves like wrap will hit the doll for their regular damage, but the multi-turn trapping and damage effects will not activate.

Moves blocked or damage absorbed by the doll do not count as hitting the user or inflicting damage for any effects that respond to such, e.g., avalanche, counter, or a rowap berry.  magic coat still works as normal, even against moves the doll would block.  Opposing Pokémon that damage the doll with a leech move like absorb are healed as normal.

It will also block acupressure, block, the curse effect of curse, dream eater, embargo, flatter, gastro acid, grudge, heal block, leech seed, lock on, mean look, mimic, mind reader, nightmare, pain split, psycho shift, spider web, sketch, swagger, switcheroo, trick, worry seed, and yawn.  A Pokémon affected by yawn before summoning the doll will still fall to sleep.

The doll blocks intimidate, but all other abilities act as though the doll did not exist.  If the user has an ability that absorbs moves of a certain type for HP (such as volt absorb absorbing thunder wave), such moves will not be blocked.

life orb and berries that cause confusion still work as normal, but their respective HP loss and confusion are absorbed/blocked by the doll.

The user is still vulnerable to damage inflicted when entering or leaving the field, such as by pursuit or spikes; however, the doll will block the poison effect of toxic spikes.

The doll is passed on by baton pass.  It keeps its existing HP, but uses the replacement Pokémon's stats and types for damage calculation.

All other effects work as normal."
Forcejeo,50.0,,physical,"Solo se usa como último recurso al acabarse los PP. 
Hiere un poco al agresor.","Inflicts typeless regular damage.  User takes 1/4 its max HP in recoil.  Ignores accuracy and evasion modifiers.

This move is used automatically when a Pokémon cannot use any other move legally, e.g., due to having no PP remaining or being under the effect of both encore and torment at the same time.

This move's recoil is not treated as recoil for the purposes of anything that affects recoil, such as the ability rock head.  It also is not prevented by magic guard.

This move cannot be copied by mimic, mirror move, or sketch, nor selected by assist or metronome, nor forced by encore."
Esquema,,,status,"Aprende de forma permanente el último movimiento
utilizado por el objetivo. Es de un solo uso.","Permanently replaces itself with the target's last used move.  If that move is chatter or struggle, this move will fail.

This move cannot be copied by mimic or mirror move, nor selected by assist or metronome, nor forced by encore."
Triple Patada,10.0,90.0,physical,"Patea hasta tres veces seguidas y cada vez más
fuerte.","Inflicts regular damage.  Hits three times in the same turn.  The second hit has double power, and the third hit has triple power.  Each hit has a separate accuracy check, and this move stops if a hit misses.

skill link does not apply."
Ladrón,60.0,100.0,physical,"Ataca y le quita al objetivo el objeto que lleve.
Si el agresor lleva un objeto, no robará el del
objetivo.","Inflicts regular damage.  If the target is holding an item and the user is not, the user will permanently take the item.  Damage is still inflicted if an item cannot be taken.

Pokémon with sticky hold or multitype are immune to the item theft effect.

The target cannot recover its item with recycle.

This move cannot be selected by assist or metronome."
Telaraña,,,status,"Enreda al objetivo para evitar que abandone la
batalla.","The target cannot switch out normally.  Ignores accuracy and evasion modifiers.  This effect ends when the user leaves the field.

The target may still escape by using baton pass, u turn, or a shed shell.

Both the user and the target pass on this effect with baton pass."
Telépata,,,status,"El usuario adivina los movimientos del objetivo
para hacer que su siguiente ataque no falle.","If the user targets the same target again before the end of the next turn, the move it uses is guaranteed to hit.  This move itself also ignores accuracy and evasion modifiers.

One-hit KO moves are also guaranteed to hit, as long as the user is equal or higher level than the target.  This effect also allows the user to hit Pokémon that are off the field due to moves such as dig or fly.

If the target uses detect or protect while under the effect of this move, the user is not guaranteed to hit, but has a (100 - accuracy)% chance to break through the protection.

This effect is passed on by baton pass."
Pesadilla,,100.0,status,"El objetivo dormido sufre una pesadilla que le
hace perder PS en cada turno.","Only works on sleeping Pokémon.  Gives the target a nightmare, damaging it for 1/4 its max HP every turn.  If the target wakes up or leaves the field, this effect ends."
Rueda Fuego,60.0,100.0,physical,"Ataca envuelto en fuego. Puede causar
quemaduras.","Inflicts regular damage.  Has a 10% chance to burn the target.  Frozen Pokémon may use this move, in which case they will thaw."
Ronquido,50.0,100.0,special,"Fuerte ronquido que solo puede usarse dormido.
Puede hacer retroceder al objetivo.",Only usable if the user is sleeping.  Inflicts regular damage.  Has a 30% chance to make the target flinch.
Maldición,,,status,"Un movimiento que tiene efectos distintos si el
usuario es de tipo Fantasma o no.","If the user is a ghost: user pays half its max HP to place a curse on the target, damaging it for 1/4 its max HP every turn.
Otherwise: Lowers the user's Speed by one stage, and raises its Attack and Defense by one stage each.

The curse effect is passed on by baton pass.

This move cannot be copied by mirror move."
Azote,,100.0,physical,"Ataque frenético. Cuantos menos PS tenga el
usuario, más daño producirá.","Inflicts regular damage.  Power varies inversely with the user's proportional remaining HP.

64 * current HP / max HP | Power
-----------------------: | ----:
 0– 1                    |  200
 2– 5                    |  150
 6–12                    |  100
13–21                    |   80
22–42                    |   40
43–64                    |   20
"
Conversión2,,,status,"El usuario cambia de tipo para hacerse resistente
al último tipo de movimiento usado por el objetivo.","Changes the user's type to a type either resistant or immune to the last damaging move that hit it.  The new type is selected at random and cannot be a type the user already is.  If there is no eligible new type, this move will fail."
Aerochorro,100.0,95.0,special,"Lanza un chorro de aire que suele dar un golpe
crítico.",Inflicts regular damage.  User's critical hit rate is one level higher when using this move.
